TAZ_O,TAZ_D,volume
17031060900,17031240600,20
17031060900,17031240700,3
17031060900,17031240800,5
17031060900,17031240900,13
17031060900,17031241000,16
17031060900,17031241100,53
17031060900,17031241200,27
17031060900,17031241300,13
17031060900,17031241400,373
17031060900,17031241500,272
17031060900,17031241600,105
17031060900,17031242000,102
17031060900,17031242100,141
17031060900,17031242200,136
17031060900,17031242300,62
17031060900,17031242400,64
17031060900,17031242500,41
17031060900,17031242600,45
17031060900,17031242700,8
17031060900,17031242800,12
17031060900,17031242900,10
17031060900,17031243000,28
17031060900,17031243100,31
17031060900,17031243200,50
17031060900,17031243300,53
17031060900,17031243400,51
17031060900,17031243500,272
17031060900,17031271200,0
17031060900,17031271300,0
17031060900,17031271800,0
17031060900,17031280100,573
17031060900,17031280400,9
17031060900,17031280800,0
17031060900,17031280900,1
17031060900,17031281900,901
17031060900,17031282700,9
17031060900,17031282800,7
17031060900,17031283100,13
17031060900,17031283200,11
17031060900,17031283800,13
17031060900,17031291600,0
17031060900,17031301200,1
17031060900,17031310200,32
17031060900,17031310300,6
17031060900,17031310400,6
17031060900,17031310500,7
17031060900,17031310600,81
17031060900,17031310700,6
17031060900,17031310800,20
17031060900,17031310900,19
17031060900,17031320100,1667
17031060900,17031320400,724
17031060900,17031320600,318
17031060900,17031330100,815
17031060900,17031330200,26
17031060900,17031340300,0
17031060900,17031340400,1
17031060900,17031340500,45
17031060900,17031340600,7
17031060900,17031350100,12
17031060900,17031350400,0
17031060900,17031351000,46
17031060900,17031351100,0
17031060900,17031351400,1
17031060900,17031351500,0
17031060900,17031360200,1
17031060900,17031380500,0
17031060900,17031590700,8
17031060900,17031600400,0
17031060900,17031600600,2
17031060900,17031600700,1
17031060900,17031600900,1
17031060900,17031830700,590
17031060900,17031830900,147
17031060900,17031831000,76
17031060900,17031831900,187
17031060900,17031832000,268
17031060900,17031832100,143
17031060900,17031832200,91
17031060900,17031832300,156
17031060900,17031832400,77
17031060900,17031832500,234
17031060900,17031832600,340
17031060900,17031832900,7
17031060900,17031833000,1404
17031060900,17031833100,315
17031060900,17031833300,37
17031060900,17031835500,0
17031060900,17031835900,1
17031060900,17031836500,1
17031060900,17031836600,8
17031060900,17031836700,13
17031060900,17031836800,2
17031060900,17031836900,0
17031060900,17031837000,0
17031060900,17031837100,4
17031060900,17031837300,1
17031060900,17031837400,0
17031060900,17031837800,32
17031060900,17031838000,14
17031060900,17031838100,141
17031060900,17031838200,148
17031060900,17031838300,166
17031060900,17031838600,1
17031060900,17031839000,314
17031060900,17031839100,2167
17031060900,17031839200,2
17031060900,17031839500,1
17031060900,17031839600,1
17031060900,17031839700,8
17031060900,17031839800,1
17031060900,17031839900,5
17031060900,17031840000,1
17031060900,17031840100,0
17031060900,17031840200,1
17031060900,17031840300,2
17031060900,17031840400,4
17031060900,17031840700,5
17031060900,17031841000,137
17031060900,17031841100,81
17031060900,17031841200,17
17031060900,17031841300,19
17031060900,17031841900,180
17031060900,17031842000,9
17031060900,17031842200,518
17031060900,17031842300,340
17031060900,17031842600,9
17031060900,17031842900,15
17031060900,17031843100,31
17031060900,17031843200,21
17031060900,17031843300,10
17031060900,17031843700,115
17031061000,17031031400,291
17031061000,17031031501,77
17031061000,17031031502,114
17031061000,17031031700,159
17031061000,17031032100,187
17031061000,17031050100,35
17031061000,17031050500,37
17031061000,17031050600,55
17031061000,17031050700,15
17031061000,17031050800,18
17031061000,17031050900,7
17031061000,17031051000,11
17031061000,17031051100,21
17031061000,17031051200,23
17031061000,17031051300,16
17031061000,17031051400,20
17031061000,17031060100,35
17031061000,17031060200,40
17031061000,17031060300,50
17031061000,17031060400,79
17031061000,17031060500,7
17031061000,17031060800,119
17031061000,17031060900,121
17031061000,17031061100,63
17031061000,17031061200,34
17031061000,17031061500,25
17031061000,17031061800,11
17031061000,17031061901,78
17031061000,17031061902,130
17031061000,17031062000,173
17031061000,17031062100,252
17031061000,17031062200,83
17031061000,17031062300,28
17031061000,17031062400,34
17031061000,17031062500,66
17031061000,17031062600,45
17031061000,17031062700,72
17031061000,17031062800,146
17031061000,17031062900,185
17031061000,17031063000,205
17031061000,17031063100,129
17031061000,17031063200,229
17031061000,17031063301,87
17031061000,17031063302,136
17031061000,17031063303,26
17031061000,17031063400,165
17031061000,17031070101,113
17031061000,17031070102,79
17031061000,17031070103,70
17031061000,17031070200,172
17031061000,17031070300,210
17031061000,17031070400,89
17031061000,17031070500,78
17031061000,17031070600,103
17031061000,17031070700,47
17031061000,17031071000,101
17031061000,17031071100,189
17031061000,17031071200,148
17031061000,17031071300,94
17031061000,17031071400,149
17031061000,17031071500,443
17031061000,17031071600,17
17031061000,17031071700,12
17031061000,17031071800,21
17031061000,17031080100,158
17031061000,17031080201,52
17031061000,17031080202,187
17031061000,17031080300,364
17031061000,17031080400,52
17031061000,17031081000,191
17031061000,17031081100,116
17031061000,17031081201,403
17031061000,17031081202,207
17031061000,17031081300,440
17031061000,17031081401,476
17031061000,17031081402,254
17031061000,17031081403,698
17031061000,17031081500,745
17031061000,17031081600,354
17031061000,17031081700,728
17031061000,17031081800,413
17031061000,17031081900,17
17031061000,17031210100,34
17031061000,17031210900,38
17031061000,17031220300,16
17031061000,17031220400,34
17031061000,17031221200,13
17031061000,17031221300,61
17031061000,17031221400,39
17031061000,17031221500,33
17031061000,17031221600,36
17031061000,17031222200,37
17031061000,17031222500,2
17031061000,17031222600,3
17031061000,17031230100,0
17031061000,17031230900,11
17031061000,17031240200,15
17031061000,17031240300,42
17031061000,17031240500,73
17031061000,17031240600,14
17031061000,17031240700,6
17031061000,17031240800,1
17031061000,17031240900,11
17031061000,17031241000,5
17031061000,17031241100,28
17031061000,17031241200,24
17031061000,17031241300,13
17031061000,17031241400,185
17031061000,17031241500,119
17031061000,17031241600,64
17031061000,17031242000,70
17031061000,17031242100,88
17031061000,17031242200,54
17031061000,17031242300,36
17031061000,17031242400,35
17031061000,17031242500,22
17031061000,17031242600,18
17031061000,17031242700,2
17031061000,17031242800,7
17031061000,17031242900,2
17031061000,17031243000,13
17031061000,17031243100,10
17031061000,17031243200,20
17031061000,17031243300,45
17031061000,17031243400,25
17031061000,17031243500,121
17031061000,17031271200,0
17031061000,17031271300,0
17031061000,17031271800,0
17031061000,17031280100,317
17031061000,17031280400,2
17031061000,17031280800,0
17031061000,17031280900,1
17031061000,17031281900,435
17031061000,17031282700,7
17031061000,17031282800,2
17031061000,17031283100,7
17031061000,17031283200,2
17031061000,17031283800,11
17031061000,17031291600,0
17031061000,17031301200,0
17031061000,17031310200,14
17031061000,17031310300,7
17031061000,17031310400,5
17031061000,17031310500,2
17031061000,17031310600,43
17031061000,17031310700,0
17031061000,17031310800,5
17031061000,17031310900,9
17031061000,17031320100,1019
17031061000,17031320400,284
17031061000,17031320600,248
17031061000,17031330100,363
17031061000,17031330200,15
17031061000,17031340300,0
17031061000,17031340400,0
17031061000,17031340500,16
17031061000,17031340600,1
17031061000,17031350100,6
17031061000,17031350400,0
17031061000,17031351000,21
17031061000,17031351100,0
17031061000,17031351400,1
17031061000,17031351500,0
17031061000,17031360200,0
17031061000,17031380500,0
17031061000,17031590700,1
17031061000,17031600400,0
17031061000,17031600600,1
17031061000,17031600700,1
17031061000,17031600900,1
17031061000,17031830700,286
17031061000,17031830900,82
17031061000,17031831000,56
17031061000,17031831900,72
17031061000,17031832000,57
17031061000,17031832100,35
17031061000,17031832200,56
17031061000,17031832300,108
17031061000,17031832400,47
17031061000,17031832500,173
17031061000,17031832600,191
17031061000,17031832900,8
17031061000,17031833000,541
17031061000,17031833100,168
17031061000,17031833300,13
17031061000,17031835500,1
17031061000,17031835900,2
17031061000,17031836500,0
17031061000,17031836600,1
17031061000,17031836700,2
17031061000,17031836800,1
17031061000,17031836900,0
17031061000,17031837000,0
17031061000,17031837100,2
17031061000,17031837300,0
17031061000,17031837400,0
17031061000,17031837800,9
17031061000,17031838000,4
17031061000,17031838100,48
17031061000,17031838200,34
17031061000,17031838300,79
17031061000,17031838600,0
17031061000,17031839000,123
17031061000,17031839100,1009
17031061000,17031839200,1
17031061000,17031839500,0
17031061000,17031839600,0
17031061000,17031839700,6
17031061000,17031839800,1
17031061000,17031839900,9
17031061000,17031840000,1
17031061000,17031840100,0
17031061000,17031840200,0
17031061000,17031840300,0
17031061000,17031840400,3
17031061000,17031840700,2
17031061000,17031841000,74
17031061000,17031841100,23
17031061000,17031841200,3
17031061000,17031841300,8
17031061000,17031841900,64
17031061000,17031842000,0
17031061000,17031842200,174
17031061000,17031842300,176
17031061000,17031842600,6
17031061000,17031842900,7
17031061000,17031843100,11
17031061000,17031843200,12
17031061000,17031843300,2
17031061000,17031843700,58
17031061100,17031031400,256
17031061100,17031031501,48
17031061100,17031031502,79
17031061100,17031031700,193
17031061100,17031032100,248
17031061100,17031050100,73
17031061100,17031050500,87
17031061100,17031050600,90
17031061100,17031050700,22
17031061100,17031050800,23
17031061100,17031050900,9
17031061100,17031051000,28
17031061100,17031051100,43
17031061100,17031051200,29
17031061100,17031051300,30
17031061100,17031051400,33
17031061100,17031060100,60
17031061100,17031060200,111
17031061100,17031060300,92
17031061100,17031060400,74
17031061100,17031060500,7
17031061100,17031060800,133
17031061100,17031060900,176
17031061100,17031061000,42
17031061100,17031061200,42
17031061100,17031061500,38
17031061100,17031061800,26
17031061100,17031061901,86
17031061100,17031061902,150
17031061100,17031062000,180
17031061100,17031062100,213
17031061100,17031062200,72
17031061100,17031062300,34
17031061100,17031062400,46
17031061100,17031062500,66
17031061100,17031062600,65
17031061100,17031062700,127
17031061100,17031062800,150
17031061100,17031062900,202
17031061100,17031063000,216
17031061100,17031063100,128
17031061100,17031063200,239
17031061100,17031063301,91
17031061100,17031063302,177
17031061100,17031063303,17
17031061100,17031063400,213
17031061100,17031070101,126
17031061100,17031070102,100
17031061100,17031070103,126
17031061100,17031070200,270
17031061100,17031070300,253
17031061100,17031070400,158
17031061100,17031070500,91
17031061100,17031070600,124
17031061100,17031070700,113
17031061100,17031071000,103
17031061100,17031071100,199
17031061100,17031071200,170
17031061100,17031071300,115
17031061100,17031071400,179
17031061100,17031071500,451
17031061100,17031071600,26
17031061100,17031071700,18
17031061100,17031071800,41
17031061100,17031080100,181
17031061100,17031080201,68
17031061100,17031080202,181
17031061100,17031080300,453
17031061100,17031080400,75
17031061100,17031081000,208
17031061100,17031081100,158
17031061100,17031081201,431
17031061100,17031081202,157
17031061100,17031081300,438
17031061100,17031081401,357
17031061100,17031081402,262
17031061100,17031081403,589
17031061100,17031081500,742
17031061100,17031081600,325
17031061100,17031081700,840
17031061100,17031081800,505
17031061100,17031081900,16
17031061100,17031210100,87
17031061100,17031210900,54
17031061100,17031220300,37
17031061100,17031220400,82
17031061100,17031221200,34
17031061100,17031221300,92
17031061100,17031221400,73
17031061100,17031221500,51
17031061100,17031221600,68
17031061100,17031222200,51
17031061100,17031222500,10
17031061100,17031222600,6
17031061100,17031230100,4
17031061100,17031230900,23
17031061100,17031240200,28
17031061100,17031240300,44
17031061100,17031240500,104
17031061100,17031240600,22
17031061100,17031240700,6
17031061100,17031240800,7
17031061100,17031240900,12
17031061100,17031241000,15
17031061100,17031241100,57
17031061100,17031241200,27
17031061100,17031241300,21
17031061100,17031241400,233
17031061100,17031241500,131
17031061100,17031241600,132
17031061100,17031242000,93
17031061100,17031242100,104
17031061100,17031242200,88
17031061100,17031242300,73
17031061100,17031242400,51
17031061100,17031242500,46
17031061100,17031242600,103
17031061100,17031242700,3
17031061100,17031242800,18
17031061100,17031242900,14
17031061100,17031243000,19
17031061100,17031243100,25
17031061100,17031243200,31
17031061100,17031243300,62
17031061100,17031243400,64
17031061100,17031243500,162
17031061100,17031271200,0
17031061100,17031271300,0
17031061100,17031271800,0
17031061100,17031280100,384
17031061100,17031280400,2
17031061100,17031280800,0
17031061100,17031280900,1
17031061100,17031281900,404
17031061100,17031282700,5
17031061100,17031282800,2
17031061100,17031283100,12
17031061100,17031283200,7
17031061100,17031283800,7
17031061100,17031291600,0
17031061100,17031301200,0
17031061100,17031310200,30
17031061100,17031310300,5
17031061100,17031310400,6
17031061100,17031310500,3
17031061100,17031310600,51
17031061100,17031310700,3
17031061100,17031310800,8
17031061100,17031310900,20
17031061100,17031320100,912
17031061100,17031320400,355
17031061100,17031320600,293
17031061100,17031330100,363
17031061100,17031330200,14
17031061100,17031340300,0
17031061100,17031340400,1
17031061100,17031340500,34
17031061100,17031340600,8
17031061100,17031350100,6
17031061100,17031350400,0
17031061100,17031351000,29
17031061100,17031351100,0
17031061100,17031351400,0
17031061100,17031351500,0
17031061100,17031360200,0
17031061100,17031380500,0
17031061100,17031590700,1
17031061100,17031600400,0
17031061100,17031600600,1
17031061100,17031600700,1
17031061100,17031600900,1
17031061100,17031830700,240
17031061100,17031830900,119
17031061100,17031831000,114
17031061100,17031831900,118
17031061100,17031832000,63
17031061100,17031832100,61
17031061100,17031832200,105
17031061100,17031832300,145
17031061100,17031832400,80
17031061100,17031832500,248
17031061100,17031832600,209
17031061100,17031832900,8
17031061100,17031833000,546
17031061100,17031833100,228
17031061100,17031833300,28
17031061100,17031835500,0
17031061100,17031835900,0
17031061100,17031836500,0
17031061100,17031836600,4
17031061100,17031836700,4
17031061100,17031836800,3
17031061100,17031836900,1
17031061100,17031837000,0
17031061100,17031837100,2
17031061100,17031837300,0
17031061100,17031837400,2
17031061100,17031837800,14
17031061100,17031838000,11
17031061100,17031838100,53
17031061100,17031838200,22
17031061100,17031838300,91
17031061100,17031838600,0
17031061100,17031839000,194
17031061100,17031839100,841
17031061100,17031839200,1
17031061100,17031839500,0
17031061100,17031839600,1
17031061100,17031839700,9
17031061100,17031839800,2
17031061100,17031839900,7
17031061100,17031840000,0
17031061100,17031840100,1
17031061100,17031840200,0
17031061100,17031840300,1
17031061100,17031840400,0
17031061100,17031840700,4
17031061100,17031841000,60
17031061100,17031841100,29
17031061100,17031841200,17
17031061100,17031841300,9
17031061100,17031841900,71
17031061100,17031842000,2
17031061100,17031842200,253
17031061100,17031842300,197
17031061100,17031842600,1
17031061100,17031842900,8
17031061100,17031843100,3
17031061100,17031843200,5
17031061100,17031843300,2
17031061100,17031843700,76
17031061200,17031031400,160
17031061200,17031031501,15
17031061200,17031031502,43
17031061200,17031031700,104
17031061200,17031032100,122
17031061200,17031050100,74
17031061200,17031050500,73
17031061200,17031050600,61
17031061200,17031050700,14
17031061200,17031050800,27
17031061200,17031050900,11
17031061200,17031051000,18
17031061200,17031051100,34
17031061200,17031051200,20
17031061200,17031051300,26
17031061200,17031051400,41
17031061200,17031060100,32
17031061200,17031060200,31
17031061200,17031060300,38
17031061200,17031060400,36
17031061200,17031060500,13
17031061200,17031060800,88
17031061200,17031060900,169
17031061200,17031061000,48
17031061200,17031061100,31
17031061200,17031061500,20
17031061200,17031061800,24
17031061200,17031061901,42
17031061200,17031061902,69
17031061200,17031062000,107
17031061200,17031062100,183
17031061200,17031062200,61
17031061200,17031062300,16
17031061200,17031062400,24
17031061200,17031062500,50
17031061200,17031062600,34
17031061200,17031062700,70
17031061200,17031062800,93
17031061200,17031062900,143
17031061200,17031063000,147
17031061200,17031063100,78
17031061200,17031063200,129
17031061200,17031063301,62
17031061200,17031063302,120
17031061200,17031063303,17
17031061200,17031063400,129
17031061200,17031070101,76
17031061200,17031070102,55
17031061200,17031070103,69
17031061200,17031070200,148
17031061200,17031070300,191
17031061200,17031070400,82
17031061200,17031070500,80
17031061200,17031070600,99
17031061200,17031070700,89
17031061200,17031071000,64
17031061200,17031071100,129
17031061200,17031071200,124
17031061200,17031071300,77
17031061200,17031071400,110
17031061200,17031071500,347
17031061200,17031071600,24
17031061200,17031071700,19
17031061200,17031071800,33
17031061200,17031080100,109
17031061200,17031080201,43
17031061200,17031080202,120
17031061200,17031080300,264
17031061200,17031080400,50
17031061200,17031081000,97
17031061200,17031081100,74
17031061200,17031081201,294
17031061200,17031081202,145
17031061200,17031081300,269
17031061200,17031081401,241
17031061200,17031081402,156
17031061200,17031081403,456
17031061200,17031081500,527
17031061200,17031081600,216
17031061200,17031081700,471
17031061200,17031081800,304
17031061200,17031081900,7
17031061200,17031210100,74
17031061200,17031210900,40
17031061200,17031220300,23
17031061200,17031220400,54
17031061200,17031221200,19
17031061200,17031221300,77
17031061200,17031221400,51
17031061200,17031221500,49
17031061200,17031221600,66
17031061200,17031222200,34
17031061200,17031222500,12
17031061200,17031222600,10
17031061200,17031230100,4
17031061200,17031230900,14
17031061200,17031240200,22
17031061200,17031240300,60
17031061200,17031240500,97
17031061200,17031240600,19
17031061200,17031240700,4
17031061200,17031240800,3
17031061200,17031240900,9
17031061200,17031241000,8
17031061200,17031241100,38
17031061200,17031241200,22
17031061200,17031241300,27
17031061200,17031241400,234
17031061200,17031241500,136
17031061200,17031241600,95
17031061200,17031242000,52
17031061200,17031242100,77
17031061200,17031242200,70
17031061200,17031242300,53
17031061200,17031242400,43
17031061200,17031242500,23
17031061200,17031242600,43
17031061200,17031242700,4
17031061200,17031242800,6
17031061200,17031242900,5
17031061200,17031243000,12
17031061200,17031243100,19
17031061200,17031243200,33
17031061200,17031243300,45
17031061200,17031243400,26
17031061200,17031243500,115
17031061200,17031271200,0
17031061200,17031271300,0
17031061200,17031271800,0
17031061200,17031280100,307
17031061200,17031280400,11
17031061200,17031280800,0
17031061200,17031280900,0
17031061200,17031281900,306
17031061200,17031282700,1
17031061200,17031282800,2
17031061200,17031283100,5
17031061200,17031283200,1
17031061200,17031283800,3
17031061200,17031291600,0
17031061200,17031301200,1
17031061200,17031310200,8
17031061200,17031310300,6
17031061200,17031310400,2
17031061200,17031310500,2
17031061200,17031310600,36
17031061200,17031310700,2
17031061200,17031310800,7
17031061200,17031310900,10
17031061200,17031320100,555
17031061200,17031320400,186
17031061200,17031320600,142
17031061200,17031330100,228
17031061200,17031330200,9
17031061200,17031340300,0
17031061200,17031340400,0
17031061200,17031340500,9
17031061200,17031340600,4
17031061200,17031350100,2
17031061200,17031350400,1
17031061200,17031351000,14
17031061200,17031351100,0
17031061200,17031351400,1
17031061200,17031351500,0
17031061200,17031360200,0
17031061200,17031380500,0
17031061200,17031590700,1
17031061200,17031600400,0
17031061200,17031600600,0
17031061200,17031600700,1
17031061200,17031600900,2
17031061200,17031830700,91
17031061200,17031830900,139
17031061200,17031831000,73
17031061200,17031831900,51
17031061200,17031832000,53
17031061200,17031832100,64
17031061200,17031832200,73
17031061200,17031832300,151
17031061200,17031832400,73
17031061200,17031832500,133
17031061200,17031832600,160
17031061200,17031832900,10
17031061200,17031833000,447
17031061200,17031833100,170
17031061200,17031833300,17
17031061200,17031835500,1
17031061200,17031835900,1
17031061200,17031836500,0
17031061200,17031836600,0
17031061200,17031836700,4
17031061200,17031836800,0
17031061200,17031836900,0
17031061200,17031837000,0
17031061200,17031837100,4
17031061200,17031837300,0
17031061200,17031837400,3
17031061200,17031837800,15
17031061200,17031838000,2
17031061200,17031838100,50
17031061200,17031838200,14
17031061200,17031838300,50
17031061200,17031838600,0
17031061200,17031839000,64
17031061200,17031839100,517
17031061200,17031839200,0
17031061200,17031839500,0
17031061200,17031839600,1
17031061200,17031839700,2
17031061200,17031839800,0
17031061200,17031839900,3
17031061200,17031840000,2
17031061200,17031840100,1
17031061200,17031840200,0
17031061200,17031840300,0
17031061200,17031840400,1
17031061200,17031840700,0
17031061200,17031841000,47
17031061200,17031841100,16
17031061200,17031841200,2
17031061200,17031841300,2
17031061200,17031841900,31
17031061200,17031842000,0
17031061200,17031842200,112
17031061200,17031842300,99
17031061200,17031842600,3
17031061200,17031842900,7
17031061200,17031843100,13
17031061200,17031843200,5
17031061200,17031843300,7
17031061200,17031843700,86
17031061500,17031031400,128
17031061500,17031031501,16
17031061500,17031031502,23
17031061500,17031031700,98
17031061500,17031032100,87
17031061500,17031050100,48
17031061500,17031050500,60
17031061500,17031050600,70
17031061500,17031050700,22
17031061500,17031050800,26
17031061500,17031050900,5
17031061500,17031051000,31
17031061500,17031051100,34
17031061500,17031051200,26
17031061500,17031051300,51
17031061500,17031051400,41
17031061500,17031060100,21
17031061500,17031060200,27
17031061500,17031060300,31
17031061500,17031060400,29
17031061500,17031060500,12
17031061500,17031060800,74
17031061500,17031060900,135
17031061500,17031061000,24
17031061500,17031061100,30
17031061500,17031061200,15
17031061500,17031061800,7
17031061500,17031061901,71
17031061500,17031061902,106
17031061500,17031062000,99
17031061500,17031062100,110
17031061500,17031062200,43
17031061500,17031062300,13
17031061500,17031062400,15
17031061500,17031062500,39
17031061500,17031062600,45
17031061500,17031062700,74
17031061500,17031062800,86
17031061500,17031062900,125
17031061500,17031063000,132
17031061500,17031063100,65
17031061500,17031063200,153
17031061500,17031063301,28
17031061500,17031063302,103
17031061500,17031063303,16
17031061500,17031063400,119
17031061500,17031070101,96
17031061500,17031070102,75
17031061500,17031070103,69
17031061500,17031070200,148
17031061500,17031070300,198
17031061500,17031070400,86
17031061500,17031070500,86
17031061500,17031070600,135
17031061500,17031070700,97
17031061500,17031071000,94
17031061500,17031071100,139
17031061500,17031071200,129
17031061500,17031071300,112
17031061500,17031071400,136
17031061500,17031071500,412
17031061500,17031071600,20
17031061500,17031071700,16
17031061500,17031071800,30
17031061500,17031080100,100
17031061500,17031080201,43
17031061500,17031080202,112
17031061500,17031080300,297
17031061500,17031080400,54
17031061500,17031081000,109
17031061500,17031081100,100
17031061500,17031081201,252
17031061500,17031081202,129
17031061500,17031081300,270
17031061500,17031081401,258
17031061500,17031081402,141
17031061500,17031081403,449
17031061500,17031081500,525
17031061500,17031081600,212
17031061500,17031081700,496
17031061500,17031081800,307
17031061500,17031081900,12
17031061500,17031210100,64
17031061500,17031210900,47
17031061500,17031220300,28
17031061500,17031220400,67
17031061500,17031221200,14
17031061500,17031221300,82
17031061500,17031221400,56
17031061500,17031221500,40
17031061500,17031221600,58
17031061500,17031222200,46
17031061500,17031222500,11
17031061500,17031222600,11
17031061500,17031230100,4
17031061500,17031230900,9
17031061500,17031240200,28
17031061500,17031240300,52
17031061500,17031240500,107
17031061500,17031240600,19
17031061500,17031240700,5
17031061500,17031240800,1
17031061500,17031240900,7
17031061500,17031241000,9
17031061500,17031241100,43
17031061500,17031241200,16
17031061500,17031241300,21
17031061500,17031241400,253
17031061500,17031241500,125
17031061500,17031241600,102
17031061500,17031242000,84
17031061500,17031242100,108
17031061500,17031242200,82
17031061500,17031242300,55
17031061500,17031242400,38
17031061500,17031242500,32
17031061500,17031242600,38
17031061500,17031242700,1
17031061500,17031242800,5
17031061500,17031242900,10
17031061500,17031243000,24
17031061500,17031243100,29
17031061500,17031243200,32
17031061500,17031243300,43
17031061500,17031243400,46
17031061500,17031243500,143
17031061500,17031271200,0
17031061500,17031271300,0
17031061500,17031271800,0
17031061500,17031280100,276
17031061500,17031280400,6
17031061500,17031280800,2
17031061500,17031280900,1
17031061500,17031281900,275
17031061500,17031282700,3
17031061500,17031282800,4
17031061500,17031283100,8
17031061500,17031283200,1
17031061500,17031283800,0
17031061500,17031291600,0
17031061500,17031301200,0
17031061500,17031310200,10
17031061500,17031310300,7
17031061500,17031310400,1
17031061500,17031310500,7
17031061500,17031310600,23
17031061500,17031310700,0
17031061500,17031310800,4
17031061500,17031310900,6
17031061500,17031320100,568
17031061500,17031320400,181
17031061500,17031320600,145
17031061500,17031330100,221
17031061500,17031330200,5
17031061500,17031340300,0
17031061500,17031340400,0
17031061500,17031340500,13
17031061500,17031340600,1
17031061500,17031350100,3
17031061500,17031350400,2
17031061500,17031351000,13
17031061500,17031351100,0
17031061500,17031351400,0
17031061500,17031351500,0
17031061500,17031360200,0
17031061500,17031380500,0
17031061500,17031590700,2
17031061500,17031600400,0
17031061500,17031600600,0
17031061500,17031600700,0
17031061500,17031600900,2
17031061500,17031830700,59
17031061500,17031830900,128
17031061500,17031831000,101
17031061500,17031831900,31
17031061500,17031832000,63
17031061500,17031832100,67
17031061500,17031832200,102
17031061500,17031832300,189
17031061500,17031832400,80
17031061500,17031832500,169
17031061500,17031832600,164
17031061500,17031832900,8
17031061500,17031833000,542
17031061500,17031833100,152
17031061500,17031833300,21
17031061500,17031835500,0
17031061500,17031835900,3
17031061500,17031836500,1
17031061500,17031836600,2
17031061500,17031836700,5
17031061500,17031836800,3
17031061500,17031836900,0
17031061500,17031837000,0
17031061500,17031837100,0
17031061500,17031837300,0
17031061500,17031837400,5
17031061500,17031837800,16
17031061500,17031838000,4
17031061500,17031838100,65
17031061500,17031838200,14
17031061500,17031838300,73
17031061500,17031838600,0
17031061500,17031839000,78
17031061500,17031839100,539
17031061500,17031839200,1
17031061500,17031839500,0
17031061500,17031839600,0
17031061500,17031839700,5
17031061500,17031839800,0
17031061500,17031839900,2
17031061500,17031840000,0
17031061500,17031840100,0
17031061500,17031840200,1
17031061500,17031840300,1
17031061500,17031840400,1
17031061500,17031840700,1
17031061500,17031841000,85
17031061500,17031841100,17
17031061500,17031841200,9
17031061500,17031841300,1
17031061500,17031841900,34
17031061500,17031842000,3
17031061500,17031842200,137
17031061500,17031842300,125
17031061500,17031842600,1
17031061500,17031842900,5
17031061500,17031843100,12
17031061500,17031843200,6
17031061500,17031843300,5
17031061500,17031843700,75
17031061800,17031031400,119
17031061800,17031031501,12
17031061800,17031031502,30
17031061800,17031031700,46
17031061800,17031032100,76
17031061800,17031050100,10
17031061800,17031050500,13
17031061800,17031050600,17
17031061800,17031050700,4
17031061800,17031050800,5
17031061800,17031050900,5
17031061800,17031051000,2
17031061800,17031051100,3
17031061800,17031051200,0
17031061800,17031051300,4
17031061800,17031051400,3
17031061800,17031060100,14
17031061800,17031060200,8
17031061800,17031060300,13
17031061800,17031060400,13
17031061800,17031060500,12
17031061800,17031060800,102
17031061800,17031060900,93
17031061800,17031061000,32
17031061800,17031061100,22
17031061800,17031061200,21
17031061800,17031061500,11
17031061800,17031061901,30
17031061800,17031061902,53
17031061800,17031062000,23
17031061800,17031062100,48
17031061800,17031062200,37
17031061800,17031062300,15
17031061800,17031062400,6
17031061800,17031062500,12
17031061800,17031062600,8
17031061800,17031062700,29
17031061800,17031062800,38
17031061800,17031062900,41
17031061800,17031063000,56
17031061800,17031063100,23
17031061800,17031063200,66
17031061800,17031063301,20
17031061800,17031063302,51
17031061800,17031063303,13
17031061800,17031063400,45
17031061800,17031070101,33
17031061800,17031070102,18
17031061800,17031070103,20
17031061800,17031070200,55
17031061800,17031070300,56
17031061800,17031070400,16
17031061800,17031070500,15
17031061800,17031070600,12
17031061800,17031070700,12
17031061800,17031071000,13
17031061800,17031071100,51
17031061800,17031071200,44
17031061800,17031071300,27
17031061800,17031071400,54
17031061800,17031071500,143
17031061800,17031071600,2
17031061800,17031071700,6
17031061800,17031071800,10
17031061800,17031080100,33
17031061800,17031080201,20
17031061800,17031080202,36
17031061800,17031080300,76
17031061800,17031080400,12
17031061800,17031081000,50
17031061800,17031081100,35
17031061800,17031081201,98
17031061800,17031081202,27
17031061800,17031081300,116
17031061800,17031081401,88
17031061800,17031081402,68
17031061800,17031081403,146
17031061800,17031081500,137
17031061800,17031081600,70
17031061800,17031081700,165
17031061800,17031081800,82
17031061800,17031081900,5
17031061800,17031210100,10
17031061800,17031210900,8
17031061800,17031220300,4
17031061800,17031220400,9
17031061800,17031221200,3
17031061800,17031221300,19
17031061800,17031221400,16
17031061800,17031221500,10
17031061800,17031221600,4
17031061800,17031222200,8
17031061800,17031222500,0
17031061800,17031222600,0
17031061800,17031230100,0
17031061800,17031230900,2
17031061800,17031240200,5
17031061800,17031240300,13
17031061800,17031240500,24
17031061800,17031240600,0
17031061800,17031240700,1
17031061800,17031240800,2
17031061800,17031240900,1
17031061800,17031241000,1
17031061800,17031241100,8
17031061800,17031241200,2
17031061800,17031241300,6
17031061800,17031241400,62
